,Cmn_Address,EV_Unnamed: 0,EV_Station ID,EV_Station name,EV_Location,EV_Island,EV_Address,EV_City,EV_State,EV_Zip Code,EV_Latitude,EV_Longitude,EV_Contact Name,EV_Charge Fee,EV_Park Fee,EV_Parking Lot,EV_Hours,EV_Ports,EV_Restrictions,EV_Number of Stations,EV_Charge Fees,EV_Manufacturers,EV_Charging Levels,EV_Date Initially Added
137,45720KEAAHALAROAD,211,793,Windward Community College,Around second parking lot,Oahu,45-720 Keaahala Rd,Kaneohe,HI,96744,21°24′29″.376 N,157°48′44″.424 S,,Free,may apply,,24,2,,1,Free,OpConnect,2,01 August 2016
138,4589KAPOLEIPARKWAY,215,801,"Costco Wholesale, Kapolei (Broken)",The left of the entrance,Oahu,4589 Kapolei Pkwy,Kapolei,HI,96707,21°19′36″.264 N,158°05′15″.216 S,SemaConnect,Free,Free,,24,1,,1,Free,SemaConnect,2,01 August 2016
139,4600KAPOLEIPARKWAY,123,591,Home Depot,The charging stations are in the parking lot.,Oahu,4600 Kapolei Pkwy,Kapolei,HI,96707,21°19′45″.156 N,158°05′19″.068 S,,Free,Free,,Mon-Fri 24/7 Sat-Sun 6am-10pm,3,,2,Free,Schneider Electric,2,16 October 2013
140,46056KAMEHAMEHAHIGHWAY,141,637,Windward Mall,Ground level of double decker parking lot. first floor stall outside of theater exit,Oahu,46-056 Kamehameha Hwy,Kaneohe,HI,96744,21°25′13″.944 N,157°48′21″.096 S,,59¢/kWh,,,24/7,2,"Members: Tap your Blink InCard on the charger and follow the instructions on the screen. Non-Members: Purchase a single use Blink Guest code at https://blinkcode.com/mobile-web/payment with your mobile phone, tablet or computer.",2,Paid,Blink,2,10 November 2014
141,4675KAPOLEIPARKWAY,58,407,Kapolei Judiciary State Ownership,Enter the parking lot and continue to the rear entrance of the building. Two charging stations are located next to the loading docks.,Oahu,4675 Kapolei Pkwy,Kapolei,HI,96707,21°19′39″.761 N,158°05′09″.513 S,"Department of accounting and general services, Brian Saito","$2.00/hour, up to 4 hours",Free for EV drivers,Kapolei Judiciary State Ownership,7:00am-5:00pm,2,Charging fee is $2/hour.  4 hour limit.,2,Paid,Volta,2,27 December 2012
142,471KALANIANAOLEAVENUE,246,881,Kamaaina Nissan,.,Hawaii,471 Kalanianaole Ave,Hilo,HI,96720,19°43′34″.932 N,155°03′27″.612 S,,Free,Free,,Dealership business hours,2,only for employees and visitors/customers to Nissan,1,Free,AeroVironment,2,20 January 2017
143,47388HUIIWASTREET,176,719,Koolau Center,Located near main shopping center entrance (across from McDonalds),Oahu,47-388 Hui Iwa Street,Kaneohe,HI,96744,21°26′09″.600 N,157°49′32″.880 S,Hawaiian Electric,"Mid day (9am-5pm) = $0.49/kWh, On-Peak (5pm-10pm) = $0.57/kWh, Off-Peak (10pm-9am) = $0.54/kWh",,,24/7,1,"CHAdeMO, SAE - CCS",1,Paid,"Efacec, OpConnect",3,27 October 2015
144,480KAMOKILABOULEVARD,216,803,Pioneer Ace Hardware,In front of Panda Express,Oahu,480 Kamokila Boulevard,Kapolei,HI,96707,21°19′47″.640 N,158°05′11″.148 S,,Free,may apply,,7 to 19,1,,1,Free,AeroVironment,2,02 August 2016
145,4850KAPOLEIPARKWAY,163,681,Kapolei Village Center,Makai of Foodland- between cosmic beauty,Oahu,4850 Kapolei Parkway,Kapolei,HI,96707,21°19′47″.604 N,158°04′42″.888 S,,$2.25/hr,may apply,,24/7,2,,1,Paid,OpConnect,2,01 April 2015
146,5000KAHALAAVENUE,253,897,Kahala Resort,down the stairs from self-parking zone,Oahu,5000 Kahala Ave,Honolulu,HI,96816,21°16′18″.660 N,157°46′25″.140 S,Raimui,Paid,Paid,,24/7,2,Free Parking with Validation.,1,Paid,SemaConnect,2,28 July 2017
147,500ALAMOANABOULEVARD,89,479,Water Front Plaza,The Charger is located in the basement level of the parking garage just off the Waterfront Plaza aka Restaurant Row Pohukaina Street entrance.  Our signs and parking lot stencils are being fabricated,Oahu,500 Ala Moana Blvd.,Honolulu,HI,96813,21°18′04″.704 N,157°51′44″.394 S,"Steven Sullivan, General Manager","1st 2 hours free, $5 every additional hour",parking fees may apply,Water Front Plaza,24/7,3,"Charge fee is 2 hours free, $5 every additional hour.  A 2 hour limit may be enforced when demand rises.  Use your smart phone to charge by credit card at the charger, instructions on the screen.",3,Free,SemaConnect,2,27 December 2012
148,515PEPEEKEOSTREET,186,739,7-Eleven Hawaii Kai,7-11 near Hawaii Kai Drive entrance,Oahu,515 Pepeekeo St,Honolulu,HI,96825,21°17′39″.120 N,157°42′37″.944 S,Hawaiian Electric,"Mid day (9am-5pm) = $0.49/kWh, On-Peak (5pm-10pm) = $0.57/kWh, Off-Peak (10pm-9am) = $0.54/kWh",,,24/7,1,CHAdeMO and CCS DC fast charging,1,Paid,OpConnect,3,30 December 2015
149,525ALAKAWASTREET,220,813,Costco (Alakawa St.),Parking Lot,Oahu,525 Alakawa St,Honolulu?,HI,96817,21°19′07″.068 N,157°52′16″.140 S,SemaConnect,$0.25 KWh,may apply,,-,1,,1,Paid,SemaConnect,2,02 August 2016
150,540HALEAKALAHIGHWAY,179,725,Costco Maui,Costco Maui,Maui,540 Haleakala Hwy,Kahului,HI,96732,20°53′13″.704 N,156°27′02″.772 S,,$0.30/kWh,,,not specified,1,,1,Paid,SemaConnect,2,27 October 2015
151,54280KUHIOHIGHWAY,13,289,Princeville Shopping Center,"The charging stations are located in the rear parking lot, next to public restrooms",Kauai,5-4280 Kuhio Highway,Princeville,HI,96722,22°12′48″.944 N,159°28′27″.544 S,"Dominic, manager",per kWh/hr,Free,Princeville Shopping Center,24/7,2,,2,Paid,Volta,2,27 December 2012
152,543848AKONIPULEHIGHWAY,189,745,Hawaii Palm Properties in Hawi,Parking,Hawaii,54-3848 Akoni Pule Highway,Kapaau,HI,96755,20°13′49″.980 N,155°48′07″.416 S,,Free,Free,,9am - 4pm,1,Free for customers; others by honor donation.,1,Free,Manufacturer/Network Unknown,2,04 March 2016
153,55510KAMEHAMEHAHIGHWAY,61,415,Laie Village Center,The charging stations are located in front parking lot,Oahu,55-510 Kamehameha Hwy,Laie,HI,96762,21°38′48″.245 N,157°55′18″.367 S,,$2.20/hr,Free,Laie Village Center,8:00am-7:00pm,2,,2,Paid,OpConnect,2,27 December 2012
154,55AMALAPLACE,15,297,Bio-Beetle ECO Rental Cars,By appointment and for Bio-Beetle customers only.,Maui,55 Amala Place,Kahului,HI,96732,20°53′41″.857 N,156°27′38″.128 S,,Free,Free,Bio-Beetle ECO Rental Cars,By appointment,1,"Allowing customers to plug in their own Level 1 Charger to outlet,  private to customers by appointment.",1,Free,Bring your own cordset/Level 1 Charger,1,27 December 2012
155,55KIOPAASTREET,173,707,Kulamalu Center,The charging stations are located near the Kamehameha school football field.  It is also where the Upcountry Farmers Market is held.,Maui,55 Kiopaa Street,Pukalani,HI,96768,20°49′17″.832 N,156°19′46″.812 S,,Fees vary depending on the type of membership,Free,,5:00AM - 9:00PM,4,"To use this charger, drivers need to be a member of  EVOhana. Visit http://evohana.com  or email info@jumpsmartmaui.com or call 808-270-6802",4,Paid,Hitachi,3,12 June 2015
156,55PUKALANISTREET,175,717,Pukalani Terrace Center,The charging station is located next to Bank of Hawaii and Ace Hardware store.,Maui,55 Pukalani Street,Pukalani,HI,96768,20°50′14″.784 N,156°20′32″.712 S,,Fees vary depending on the type of membership,Free,,24/7,4,"To use this charger, drivers need to be a member of  EVOhana. Visit http://evohana.com  or email info@jumpsmartmaui.com or call 808-270-6802",4,Paid,Hitachi,3,27 October 2015
157,564POHUKAINA,50,389,Ka`ahumanu Hale parking Garage  First Circuit Court,"The charging stations are located on the basement floor, first stall, clearly marked",Oahu,564 Pohukaina,Honolulu,HI,96813,21°18′08″.280 N,157°51′40″.741 S,Parking Control,$2/hour,Free for EV drivers,Ka`ahumanu Hale parking Garage  First Circuit Court,7:00am-5:00pm,1,Charging fee is $2/hour.  4 hour limit.,1,Paid,Volta,2,27 December 2012
158,575COOKESTREET,41,367,Cool Roof Store,Green spot for EV Charging in front of store.  Tesla charger available in garage,Oahu,575 Cooke Street,Honolulu,HI,96813,21°17′58″.174 N,157°51′26″.136 S,"Frank Rogers, (808) 383-6932, frank@leakmaster.com",$4 per session plus $2 per 30 minutes,Free,Green Energy Outlet,"8:00am-5:00pm Mon-Fri, 8:00am-1:00pm Sat, or available 24/7 with a Charge Card",1,"Charging fee is $4.00 per session plus $2.00/30 minutes.  Pay inside during operating hours, or you can use a ChargePoint Card.  The Tesla Charger is available in the garage only during business hours.",1,Paid,"ChargePoint, Tesla",2,27 December 2012
159,58MAUILANIPARKWAY#5000,155,665,Safeway-Wailuku,in front of safeway,Maui,58 Maui Lani Parkway #5000,Wailuku,HI,96793,20°52′57″.144 N,156°29′30″.948 S,manager,Free,Free,,24/7,6,,6,Free,GE WattStation,2,31 March 2015
160,590FARRINGTONHIGHWAY,59,409,Kapolei Shopping Center,The charging station is located between Longs and Safeway in front of Subway,Oahu,590 Farrington Hwy,Kapolei,HI,96707,21°20′20″.734 N,158°04′45″.986 S,"Floyd Williamson, Property Manager",$2/hour or any fraction thereof,,Kapolei Shopping Center,8:00am-10:00pm,2,"The OpConnect charging stations accept debit cards, credit cards, the Wright Express Fleet Fueling card, and the OpConnect card.  Parking fees may apply.",1,Paid,OpConnect,2,27 December 2012
161,605LIPOAPARKWAY,165,685,Maui Brewing Company,Charging station in located in stalls marked for EVs,Maui,605 Lipoa Parkway,Kihei,HI,96753,20°44′58″.272 N,156°26′14″.460 S,Garrett W. Marrero,"1st 2 hours $1/hr, then $5/hr",,,11am-10:30pm,4,Pay with Plugshare App,4,Paid,SemaConnect,2,01 April 2015
162,609KAILUAROAD,62,417,Longs Drugs,located at the parking stall in front of entrance,Oahu,609 Kailua Road,Kailua,HI,96734,21°23′37″.068 N,157°44′31″.776 S,Alexander,Free for up to 2 hours,Free,Longs Drugs,8:00am-9:00pm,1,2 hour limit on charging,1,Free,Volta,2,27 December 2012
163,62100KAUNAOADRIVE,2,259,Hapuna Beach Prince Hotel,The charging stations.are located in the valet,Hawaii,62-100 Kaunaoa Dr.,Kohala Coast,HI,96743,19°59′39″.973 N,155°49′27″.944 S,Bell Desk,$2/hour or any fraction thereof,"Free Validated parking, $15/Day Self Park overnight, $20/Day Valet overnight.",Hapuna Beach Prince Hotel,24/7,4,"Drivers required to get a key card from the Hotel's front desk to operate charging station. Drivers can pull up by vallet, to get a key card from front desk, through parking gate to the charging station. Station avaiable for hotel patrons.",2,Paid,OpConnect,2,27 December 2012
164,62100MAUNAKEABEACHDRIVE,8,273,Mauna Kea Beach Resort,"The charging stations are located at the south end of the parking lot, near the Valet area",Hawaii,62-100 Mauna Kea Beach Dr.,Waimea,HI,96743,20°00′22″.968 N,155°49′28″.020 S,,$2/hour or any fraction thereof,"Free Self-Park and Valet during the day,  Registered Guests  have a $20/night parking fee.",Mauna Kea Beach Resort,24/7,4,"The OpConnect charging stations accept debit cards, credit cards, the Wright Express Fleet Fueling card, and the OpConnect card.  Parking fees may apply.",2,Paid,OpConnect,2,27 December 2012
165,629KAILUAROAD,90,481,Whole Foods Kailua,The charging stations are located in the first row of parking stalls close to entrance,Oahu,629 Kailua Road,Kailua,HI,96734,21°23′37″.608 N,157°44′34″.296 S,"Kimo Steinwascher, Property Manager",Free,Free,Whole Foods Kailua,7:00am-10:00pm,3,2 hour limit on EV charging.,2,Free,Volta,2,27 December 2012
166,640ULUKAHIKISTREET,162,679,Castle Medical Center,Chargers are located in the front by the bus stop.,Oahu,640 Ulukahiki St,Kailua,HI,96734,21°22′51″.888 N,157°45′27″.540 S,Joel Pedrina  (808) 263-5500  ext 6197,Free,,,24/7,2,,2,Free,Eaton,2,01 April 2015
167,641550KAMEHAMEHAHIGHWAY,174,711,Dole Plantation,Fronting Kam Hwy- Located near parking lot entrance by Bus Stop,Oahu,64-1550 Kamehameha Hwy,Wahiawa,HI,96786,21°31′32″.880 N,158°02′19″.320 S,,"Mid day (9am-5pm) = $0.49/kWh, On-Peak (5pm-10pm) = $0.57/kWh, Off-Peak (10pm-9am) = $0.54/kWh",,,Parking lot hours: 10 am - 5 pm,1,DC fast charger supporting both CHAdeMO DCFC and SAE Combo DCFC (not simultaneously),1,Paid,"Efacec, OpConnect",3,12 June 2015
168,650SOUTHKINGSTREET,91,483,Fasi Civic Center Parking Structure,Public parking entrance is on Alapai Street and S. Beretania Street. Follow blue signs to the charging station.,Oahu,650 S. King Street,Honolulu,HI,96813,21°18′14″.774 N,157°51′18″.176 S,Allyn Lee,Free,Free for EV Drivers,Fasi Civic Center Parking Structure,6:00am-12:00am,1,Activate with the ChargePoint Network card or call the number listed on the front of the charging station for access.,1,Free,ChargePoint,2,27 December 2012
169,651158MAMALAHOAHIGHWAY,247,883,Waimea KTA,In new KTA parking lot,Hawaii,65-1158 Mamalahoa Hwy,Waimea,HI,96743,20°01′21″.072 N,155°40′02″.388 S,,"Mid day (9am-5pm) = $0.51/kWh, On-Peak (5pm-10pm) = $0.63/kWh, Off-Peak (10pm-9am) = $0.61/kWh",none,,24/7,1,Major Credit Cards or Greenlots Network,1,Paid,Greenlots,3,30 January 2017
170,65KAIALADRIVE,196,761,Kahekili Beach Park,Parking lot,Maui,65 Kai Ala Dr,Lahaina,HI,96761,20°56′11″.400 N,156°41′31″.704 S,,$2.25 per Hour,may apply,,Park hours,2,,1,Paid,OpConnect,1,08 April 2016
171,677ALAMOANABOULEVARD,147,649,Ala Moana Building,Located by the 3rd floor elevator,Oahu,677 Ala Moana Boulevard,Honolulu,HI,96813,21°17′50″.640 N,157°51′43″.524 S,Leticia @ ABM or call 5211087,Pay by credit card,yes,,6am-6pm,2,,2,Paid,SemaConnect,2,31 March 2015
172,681330MAUNALANIDRIVE,138,629,The Shops at Mauna Lani,"Kohala Coast, The Shops at Mauna Lani - Behind Snorkel Bob's",Hawaii,68-1330 Mauna Lani Drive,Kamuela,HI,96743,19°56′45″.492 N,155°51′58″.464 S,,"Mid day (9am-5pm) = $0.51/kWh, On-Peak (5pm-10pm) = $0.63/kWh, Off-Peak (10pm-9am) = $0.61/kWh",,,24,2,User will need to download Greenlots smartphone application to use charger. Charger will be retrofit for pay per charge using credit card swipe in future.,1,Paid,Efacec,3,02 July 2014
173,69250WAIKOLOABEACHDRIVE,146,647,Kings Shops,Next to Big Island Motorcycle,Hawaii,69-250 Waikoloa Beach Dr,Waikoloa,HI,96738,19°54′59″.112 N,155°52′55″.920 S,,Pay by credit card,-,,24/7,2,,1,Paid,OpConnect,2,31 March 2015
174,69275WAIKOLOABEACHDRIVE,105,543,Waikoloa Marriott,"The charging stations are located in the parking lot on the east side of the tennis courts.  Drive to the end of the lot (it's a one way road) and make a U-turn, and the chargers are in a small parking lot on the right.",Hawaii,69-275 Waikoloa Beach Drive,Waikoloa,HI,96738,19°54′59″.694 N,155°53′05″.175 S,"Tami Hesh, Engineering Adminst. Assnt",Free,Free for guests,,24/7,2,Restricted to registered Guests. EV drivers need to retrieve FOB key from Security at the bell desk.,2,Free,AeroVironment,2,20 March 2013
175,69425WAIKOLOABEACHDRIVE,5,267,Hilton Waikaloa,The charging stations.are located in the valet,Hawaii,69-425 Waikoloa Beach Dr.,Waikoloa,HI,96738,19°55′33″.222 N,155°53′01″.546 S,Mindy,$2/hour or any fraction thereof,"$15/Day Self Park, $20/Day Valet",Hilton Waikaloa,24/7,2,"The OpConnect charging stations accept debit cards, credit cards, the Wright Express Fleet Fueling card, and the OpConnect card.  Parking fees may apply.",2,Paid,Tesla,2,27 December 2012
176,6KAIALADRIVE,237,855,Westin Ka’anapali Ocean Resort (KOR) Villas Parking Garage,On site,Maui,6 Kai Ala Drive,Lahaina,HI,96761,20°56′14″.496 N,156°41′28″.572 S,,$1/hr,may apply,,park hours,2,,1,Paid,OpConnect,2,04 August 2016
177,700BISHOPSTREET,79,457,TOPA Financial Center,The charging stations are lcoated on parking garage basement level,Oahu,700 Bishop St.,Honolulu,HI,96813,21°18′27″.960 N,157°51′48″.636 S,Pro Park,$2/hour or any fraction thereof,"$3.25/half hour, Some offices offer validations",TOPA Financial Center,5:00am-8:00pm,6,"The OpConnect charging stations accept debit cards, credit cards, the Wright Express Fleet Fueling card, and the OpConnect card.  Parking fees may apply.",3,Paid,OpConnect,2,27 December 2012
178,700KEEAUMOKUSTREET,103,539,Walmart (Down for maintenance),The charging station is located on Level 1 Section 02 of the parking garage.,Oahu,700 Keeaumoku Street,Honolulu,HI,96813,21°17′41″.706 N,157°50′31″.057 S,,$0.69/kWh for members and $0.79 /kWh for non-members,Free,,24/7,2,,1,Paid,Blink,2,19 March 2013
179,70KAAHUMANUAVENUE#B,161,677,Whole Foods- Maui Mall,Maui Mall,Maui,70 Kaahumanu Ave #B,Kahului,HI,96732,20°53′27″.780 N,156°27′54″.684 S,,Free,Free,,24/7,2,,2,Free,Volta,2,01 April 2015
180,711KAPIOLANI,153,661,Pacific Park Plaza,Parking Garage is on Curtis Street across from 711 Kapiolani (pacific park plaza). Charging Station is at the entrace of the garage on the right,Oahu,711 Kapiolani,Honolulu,HI,96813,21°18′05″.076 N,157°51′20″.124 S,Angie,Free,$6 an hour,,Mon-Sat 6am-8pm Sun 6am-5pm,1,Must be visiting a business in Pacific Park Plaza to use charging station,1,Free,Eaton,2,31 March 2015
181,711KAPIOLANIBOULEVARD,139,631,Pacific Park Plaza Parking Garage,Pacific Park Plaza Parking Garage on the 1st floor right next to the stairwell by the garage entrance.,Oahu,711 Kapiolani Blvd.,Honolulu,HI,96813,21°18′05″.076 N,157°51′20″.124 S,,Free,$3.00/half-hour,,M-F (Non-Holiday):  7:00 AM - 8:00 PM; Sa. (Non-Holiday):  7:30 AM - 5:00 PM; Su. & Holidays:  Closed,1,"Use of the charge station is limited to 2 hours.  After 2 hours, user must vacate the stall.",1,Free,Eaton,2,17 July 2014
182,711KEEAUMOKU,136,625,Ross,"The charging station is located on the bottom floor of the parking garage, Turn left upon entering.",Oahu,711 Keeaumoku,Honolulu,HI,96814,21°17′41″.820 N,157°50′28″.068 S,,Free,,,24/7,1,,1,Free,AeroVironment,2,04 April 2014
183,7192KALANIANAOLEHIGHWAY,102,533,Koko Marina Shopping Center,"On the floor level, in front of Century All Islands",Oahu,7192 Kalanianaole Hwy,Honolulu,HI,96825,21°16′40″.361 N,157°42′20″.221 S,,Free,Free,,"9:00am-11:00pm on weekdays, 9:00AM- 12PM on weekends",1,Parking rates may apply.,1,Free,Volta,2,19 March 2013
184,72100KAUPULEHUDRIVE,1,257,Four Seasons Resort Hualalai,"The charging stations are located in the Golf Crescent self-park lot, but EV drivers must Valet to utilize them.",Hawaii,72-100 Kaupulehu Dr.,Kailua-Kona,HI,96740,19°49′37″.602 N,155°59′28″.952 S,Guest Services,$2/hour or any fraction thereof,"Free Self-Park and Valet during the day,  Registered Guests have a $20/night parking fee.",Four Seasons Resort Hualalai,24/7,2,"EV drivers must Valet to utilize charging stations.  Priority is for Registered Guests, but restaurant guests are welcome to charge at no cost.  4 hour limit on EV charging.  Parking fees may apply.",2,Paid,OpConnect,2,27 December 2012
185,724ILANIWAI,223,819,Green Energy Outlet,Green spot for EV Charging in front of lot. Other Chargers available in garage.,Oahu,724 Ilaniwai,Honolulu,HI,96813,21°17′59″.064 N,157°51′25″.308 S,,$4 per session plus $2 per 30 minutes.,,,24,1,,1,Paid,ChargePoint,1,02 August 2016
186,73200KUPIPISTREET,7,271,Kona International Airport at Keahole,1st floor of parking structure across from entrance gate,Hawaii,73-200 Kupipi street,Kailua-Kona,HI,96740,19°44′21″.766 N,156°02′27″.635 S,Parking Office,$7/session,"24 hours $10.  16-30 minutes is $1, 31 minutes- 60 minutes $2, 61 minutes-2 hours $5, 2 hours-3 hours $8.",Kona International Airport at Keahole,24/7,2,No overnight parking at EV Charger. Parking rates may apply. FYI Voltage is 240/30amps,2,Paid,Recharge Power,2,27 December 2012
187,735600MAIAUSTREET,180,727,Costco Kona,Costco Kona,Hawaii,73-5600 Maiau Street,Kailua Kona,HI,96740,19°41′09″.096 N,156°01′01″.416 S,,$0.30/kWh,,,24/7,1,,1,Paid,SemaConnect,2,27 October 2015
188,737BISHOPSTREET,157,669,Pacific Guardian Center,charger located on the 2nd floor by the entrance,Oahu,737 Bishop Street,Honolulu,HI,96813,21°18′26″.388 N,157°51′46″.512 S,Nelson aglano,2 hours free,,,7:30-5pm m-f,1,"2 hours charging only. EV drivers wishing to use charger, must sign in at parking office located on the 2nd floor.",1,Free,GE WattStation,2,31 March 2015
189,74517HONOKOHAUSTREET,252,895,Kaiser Permanente Kona Medical Office,Kaiser Permanente Kona Medical Office,Hawaii,74-517 Honokohau St,Kailua Kona,HI,96740,19°40′27″.372 N,156°00′51″.804 S,Henry Passos,starting from $2.75 for first couple of hours and then decreases,Free,,8:00am-05:00pm,6,,3,Paid,SemaConnect,2,28 July 2017
190,745450MAKALABOULEVARD,6,269,Kona Commons Shopping Center,On side of Sports Authority,Hawaii,74-5450 Makala Blvd,Kailua-Kona,HI,96740,19°38′58″.176 N,156°00′17″.693 S,,$2/hour or any fraction thereof,Free,Kona Commons Shopping Center,8:00am-10:00pm,4,"2 Ports Currently not on service; The OpConnect charging stations accept debit cards, credit cards, the Wright Express Fleet Fueling card, and the OpConnect card.  Parking fees may apply.",2,Paid,OpConnect,2,27 December 2012
191,745455MAKALABOULEVARD,160,675,Target- Hawaii-Kona,Charging Station is near the exit doors in the middle across from the handicap stalls,Hawaii,74-5455 Makala Blvd,Kailua Kona,HI,96740,19°38′52″.080 N,156°00′09″.972 S,,"free for first 2 hours, $2/hr after initial 2hrs",Free,,6am-11pm,2,Need to download ChargePoint App or have Membership card to activate charge session,1,Free,ChargePoint,2,01 April 2015
192,745519KAIWISTREET,206,783,Hawaii Electric Light Kona Office,Turn left after entering gate,Hawaii,74-5519 Kaiwi Street,Kailua Kona,HI,96740,19°38′43″.008 N,156°00′00″.180 S,,"Mid day (9am-5pm) = $0.51/kWh, On-Peak (5pm-10pm) = $0.63/kWh, Off-Peak (10pm-9am) = $0.61/kWh",,,24/7,1,Major Credit Cards or Greenlots Network,1,Paid,Greenlots,3,26 May 2016
193,745533LOLOKUSTREET,144,643,BMW of Kona,Charger is in the outside parking lot,Hawaii,74-5533 Loloku Street,Kailua Kona,HI,96740,19°38′38″.580 N,156°00′09″.828 S,,Free,Free,,24/7,2,,1,Free,ChargePoint,2,17 December 2014
194,751015HENRYSTREET,111,559,Walmart,The charging station is located at the first parking spot closest to the entrance.,Hawaii,75-1015 Henry Street,Kailua Kona,HI,96740,19°38′43″.681 N,155°59′25″.033 S,Ask for Store Manager,Blink Plus: $1.00/hour.  Blink Basic: $1.50/hour.  Blink Guest: $2.00/hour,,,24/7,1,,1,Paid,Blink,2,20 March 2013
195,766353KUAKINIHIGHWAY,151,657,Kona Nissan,in parking lot,Hawaii,76-6353 Kuakini Hwy,Kailua Kona,HI,96740,19°36′33″.264 N,155°57′52″.020 S,,Free,,,7am-6pm Sunday-Friday 9am-4pm Saturday,1,"Nissan Leaf drivers only, Max 5 hours use",1,Free,AeroVironment,2,31 March 2015
196,777WARDAVENUE,93,487,Neal Blaisdell Center Parking Structure,Enter S. King Street/Victoria street.  Follow blue signs to Charger.,Oahu,777 Ward Avenue,Honolulu,HI,96814,21°17′57″.962 N,157°51′01″.360 S,Allyn Lee,Free,Free for EV Drivers,Neal Blaisdell Center Parking Structure,6:00am-12:00am,1,Activate charger with ChargePoint Network card or call the number listed on the front of the charger for access.,1,Free,ChargePoint,2,27 December 2012
197,786831ALIIDRIVE,243,871,Keauhou Shopping Center,.,Hawaii,78-6831 Alii Drive,Kailua Kona,HI,96740,19°34′18″.048 N,155°57′43″.235 S,,Free,may apply,,24/7,1,,1,Free,Blink,2,20 January 2017
198,801DILLINGHAMBOULEVARD,255,901,801 Dillingham Building,"Across the parking lot of Costco, in front of Max's of Manila",Oahu,801 Dillingham Blvd,Honolulu,HI,96817,21°19′04″.559 N,157°52′09″.995 S,OpConnect,"Mid day (9am-5pm) = $0.49/kWh, On-Peak (5pm-10pm) = $0.57/kWh, Off-Peak (10pm-9am) = $0.54/kWh",Free,,24/7,2,"CHAdeMO, SAE - CCS; Major Credit Cards or OpConnect Network",1,Paid,OpConnect,3,31 August 2017
199,801SOUTHSTREET,203,777,801 PHASE 1,The station is located in Visitor Parking,Oahu,801 South St,Honolulu,HI,96813,21°18′09″.720 N,157°51′23″.328 S,,Free,Free parking for the first 4 hours.,,24/7,2,,1,Free,ChargePoint,2,29 April 2016
200,818KEEAUMOKUSTREET,46,379,HMSA Center,The charging stations.are located on the ground floor of the parking lot,Oahu,818 Keeaumoku St.,Honolulu,HI,96814,21°17′47″.360 N,157°50′28″.718 S,,$2/hour or any fraction thereof,"0-30 minutes $1.50, each additional 30 minute $1.50, max $30",HMSA Center (Hawaii Medical Service),"Mon-Thurs 7:00am-12:00am, Fri 7:00am-2:00am, Sat 3:00pm-2:00pm, Sun 9:00am-12:00am",2,"The OpConnect charging stations accept debit cards, credit cards, the Wright Express Fleet Fueling card, and the OpConnect card.",2,Paid,OpConnect,2,27 December 2012
201,820850WESTHINDDRIVE,116,575,Aina Haina Shopping Center,Charger is located in the parking lot.,Oahu,820-850 W Hind Drive,Honolulu,HI,96821,21°16′41″.484 N,157°45′17″.136 S,realty manager,$2/hour or any fraction thereof,Parking fees may apply,,24/7,2,"One of the ports currently out of order. The OpConnect charging stations accept debit cards, credit cards, the Wright Express Fleet Fueling card, and the OpConnect card.",1,Paid,OpConnect,2,08 August 2013
202,820WARDAVENUE,190,747,Hawaiian Electric Ward Parking Lot,Parking Lot across Blaisdell Exhibition Hall,Oahu,820 Ward Avenue,Honolulu,HI,96814,21°18′02″.592 N,157°51′06″.804 S,,"Mid day (9am-5pm) = $0.49/kWh, On-Peak (5pm-10pm) = $0.57/kWh, Off-Peak (10pm-9am) = $0.54/kWh",,,24/7,2,"CHAdeMO, SAE - CCS",2,Paid,"Efacec, Greenlots",3,04 March 2016
203,825KAPIOLANIBOULEVARD,194,755,BMW of Hawaii,At the dealership,Oahu,825 Kapiolani Blvd,Honolulu,HI,96813,21°17′58″.488 N,157°51′13″.428 S,,Free,Free,,24/7,2,,1,Free,ChargePoint,2,08 April 2016
204,841BISHOPSTREET,34,351,Davies Pacific Center,The charger is located on the 6th floor,Oahu,841 Bishop Street,Honolulu,HI,96813,21°18′27″.874 N,157°51′45″.302 S,"Emyllin, Parking","1st 2 hours free, $5 every additional hour",parking fees may apply,Davies Pacific Center,24/7,2,"1st 2 hours of charging free, $5 every additional hour.  Use your smart phone to charge by credit card at the Charger, instructions on the screen.",2,Free,SemaConnect,2,27 December 2012
205,86120FARRINGTONHIGHWAY,115,573,Waianae Mall Shopping Center,The charging stations are located next to each other in front of the 24 hour landraumat,Oahu,86-120 Farrington Hwy,Waianae,HI,96792,21°26′13″.632 N,158°11′08″.448 S,Tyler,Free,Parking fees may apply,,24/7,2,Contact security to activate the charging station.,2,Free,AeroVironment,2,08 August 2013
206,870790KULAUKUSTREET,235,851,Kamahamaha Schools Community Learning Center,Parking lot,Oahu,87-0790 Kulauku Street,Waianae,HI,96792,21°24′24″.804 N,158°10′15″.276 S,,$2.25/hr,may apply,,park hours,4,,2,Paid,OpConnect,2,04 August 2016
207,874DILLINGHAMBOULEVARD,219,811,Honolulu Community College,Parking Lot,Oahu,874 Dillingham Blvd,Honolulu,HI,96817,21°19′13″.584 N,157°52′09″.156 S,,Free,may apply,,park hours,2,,1,Free,OpConnect,2,02 August 2016
